time,position,velocity,acceleration,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11
2.3,2383.77748560024,5.56532118055556,0.087185386707796,1,1,1,1,0,0,0,0,0,0,0
2.4,2384.37072696626,5.61848958333333,0.0546557484030685,1,1,1,1,0,0,0,0,0,0,0
2.5,2384.96828315165,5.65538194444444,0.0338177678513854,1,1,1,1,0,0,0,0,0,0,0
2.6,2385.56057596941,5.69769965277778,0.0107425924753195,1,1,1,1,0,0,0,0,0,0,0
2.7,2386.15571186513,5.74154500502504,-0.010791323495237,1,1,1,1,0,0,0,0,0,0,0
2.8,2386.74661230602,5.77799479166667,-0.0320387645288984,1,1,1,1,0,0,0,0,0,0,0
2.9,2387.33643683376,5.81633582275985,-0.0869324653750944,1,1,1,1,0,0,0,0,0,0,0
3.0,2387.92198914976,5.85341503926545,-0.112219111155781,1,1,1,1,0,0,0,0,0,0,0
3.1,2388.50518475662,5.91037326388889,-0.184590578279142,1,1,1,1,0,0,0,0,0,0,0
3.2,2389.08707905713,5.95920138888889,-0.287884364162386,1,1,1,1,0,0,0,0,0,0,0
3.3,2389.66555276624,5.99826388888889,-0.361618675836661,1,1,1,1,0,0,0,0,0,0,0
3.4,2390.24305138347,5.98958333333333,-0.438517227632613,1,1,1,1,0,0,0,0,0,0,0
3.5,2390.81676955806,6.00148267119543,-0.475320119093427,1,1,1,1,0,0,0,0,0,0,0
3.6,2391.39276186972,5.99585284830539,-0.487455109091369,1,1,1,1,0,0,0,0,0,0,0
3.7,2391.96459121562,5.9737398923328,-0.493405982306584,1,1,1,1,0,0,0,0,0,0,0
3.8,2392.53139147972,5.91661204205999,-0.487927201794921,1,1,1,1,0,0,0,0,0,0,0
3.9,2393.09670685924,5.89346796274609,-0.534518523879334,1,1,1,1,0,0,1,0,0,0,0
4.0,2393.65367589441,5.89301215277778,-0.443159962584038,1,1,1,1,0,0,1,0,0,0,0
4.1,2394.20815611695,5.87348090277778,-0.513908400945265,1,1,1,1,0,0,1,0,0,0,0
4.2,2394.76105470298,5.91037326388889,-0.47061786407203,1,1,1,1,0,0,1,0,0,0,0
4.3,2395.3133123121,5.83769016188155,-0.501280911042672,1,1,1,1,0,0,1,0,0,0,0
4.4,2395.86405317983,5.84067286209186,-0.472063376871369,1,1,1,1,0,0,1,0,0,0,0
4.5,2396.41233782892,5.81575058262866,-0.533377844513496,1,1,1,1,0,0,1,0,0,0,0
4.6,2396.95699333728,5.77901935715928,-0.530988976733112,1,1,1,1,0,0,1,0,0,0,0
4.7,2397.5003406653,5.77339183488016,-0.547029326894962,1,1,1,1,0,0,1,0,0,0,0
4.8,2398.04062351114,5.72591145833333,-0.55417814935004,1,1,1,1,0,0,1,0,0,0,0
4.9,2398.57836174577,5.72587545205639,-0.575302459868679,1,1,1,1,0,0,1,0,0,0,0
5.0,2399.11376719025,5.70638020833333,-0.672411938316265,1,1,1,1,0,0,1,0,0,0,0
5.1,2399.64805131287,5.70203993055556,-0.642187510648125,1,1,1,1,0,0,1,0,0,0,0
5.2,2400.18030349198,5.67438898017772,-0.712455304454808,1,1,1,1,0,0,1,0,0,0,0
5.3,2400.70927719188,5.625,-0.700891751812243,1,1,1,1,0,0,1,0,0,0,0
5.4,2401.23624270866,5.59938781833933,-0.648071544332853,1,1,1,1,0,0,1,0,0,0,0
