time,velocity,position
17.400000000000013,10.2,2510.4498487598757
17.500000000000014,10.2,2511.4698487598757
17.600000000000012,10.2,2512.4898487598753
17.700000000000014,10.2,2513.5098487598752
17.80000000000001,10.2,2514.529848759875
17.900000000000013,10.2,2515.549848759875
18.000000000000014,10.2,2516.569848759875
18.100000000000016,10.2,2517.5898487598747
18.200000000000014,10.2,2518.6098487598747
18.30000000000001,10.2,2519.6298487598747
18.400000000000013,10.2,2520.6498487598747
18.500000000000014,10.2,2521.6698487598746
18.600000000000016,10.2,2522.689848759874
18.700000000000014,10.2,2523.709848759874
18.800000000000015,10.2,2524.729848759874
18.900000000000013,10.2,2525.749848759874
19.000000000000014,10.2,2526.7698487598736
19.100000000000016,10.2,2527.7898487598736
19.200000000000014,10.2,2528.8098487598736
19.300000000000015,10.2,2529.8298487598736
19.400000000000013,10.2,2530.8498487598736
19.500000000000014,10.2,2531.869848759873
19.600000000000016,10.2,2532.889848759873
19.700000000000014,10.2,2533.909848759873
19.800000000000015,10.2,2534.929848759873
19.900000000000016,10.2,2535.949848759873
20.000000000000014,,2536.9698487598725
